id,followers_cursor,followers_pulled,followers_count,following_cursor,following_pulled,following_count
294431320,0,1,1,-1,0,0
187664933,0,1,1,-1,0,0
1328436337,-1,0,0,-1,0,0
486406265,-1,0,0,-1,0,0
470872359,-1,0,0,-1,0,0
508753022,-1,0,0,-1,0,0
2185367660,1456254396101901531,178,178,1451278810300779144,982,982
2945487012,0,233,233,0,500,500
1260011576,0,3,3,0,79,79
32964591,0,2,2,0,20,20
572022124,0,12,12,-1,0,0
976228429,0,1,1,0,7,7
1270305864,0,11,11,0,3,3
468818555,0,2,2,0,16,16
2839516955,0,2,2,0,776,776
1478597900,0,3,3,-1,0,0
2751909844,0,1,1,0,7,7
1250090840,-1,0,0,-1,0,0
2212637618,-1,0,0,0,1,1
379299570,-1,0,0,0,1,1
1429870212,1609149303984456276,14,14,1603818845632441543,314,314
2510360247,0,1,1,-1,0,0
35887396,0,32,32,1345851998400327085,178,178
609033537,-1,0,0,0,1,1
2209929104,-1,0,0,-1,0,0
266949676,0,1,1,0,1,1
306897358,0,7,7,0,8,8
567924164,-1,0,0,0,6,6
607138666,0,1,1,0,41,41
1966954302,0,1,1,0,67,67
2771276037,0,2,2,0,1,1
2496924813,0,8,8,0,54,54
330366070,-1,0,0,-1,0,0
2687113478,0,10,10,0,17,17
2993695308,-1,0,0,0,8,8
1646718673,-1,0,0,-1,0,0
291863397,-1,0,0,-1,0,0
304508371,0,2,2,-1,0,0
2268432338,0,3,3,0,173,173
135854109,1387802971069449156,25,25,1389707785817644193,143,143
2634920325,0,5,5,0,17,17
2157040269,-1,0,0,-1,0,0
850425884,0,1,1,-1,0,0
1656799652,0,1,1,0,33,33
211153877,0,1,1,0,1,1
950858640,-1,0,0,-1,0,0
1359391352,0,3,3,1432569029905630542,8,8
830820908,-1,0,0,-1,0,0
2620781696,0,11,11,0,72,72
2172621280,0,8,8,0,21,21
334380641,-1,0,0,-1,0,0
2420680209,0,25,25,1477002395637672501,37,37
2872682937,0,1,1,0,44,44
1978189309,0,33,33,1449498210459922871,183,183
1557615559,-1,0,0,0,8,8
145160656,0,3,3,-1,0,0
968560640,-1,0,0,-1,0,0
2716929486,0,27,27,0,200,200
1112297178,0,1,1,0,15,15
2454423414,0,35,35,0,41,41
434493987,-1,0,0,-1,0,0
185867872,0,1,1,0,1,1
497733224,0,15,15,0,6,6
348735275,-1,0,0,0,1,1
1623881964,0,5,5,0,28,28
2547511500,-1,0,0,0,5,5
481691895,0,5,5,0,87,87
1682834340,0,3,3,0,11,11
1148749495,0,5,5,0,40,40
1618185163,-1,0,0,0,2,2
353517022,-1,0,0,-1,0,0
209724056,0,23,23,0,77,77
290766698,0,40,40,0,78,78
1655620123,-1,0,0,0,2,2
2641676653,0,2,2,0,155,155
2956362669,0,1,1,-1,0,0
310946497,-1,0,0,0,1,1
2764928751,0,3,3,0,14,14
144535194,0,5,5,0,3,3
935873778,0,7,7,0,3,3
726527646,0,50,50,0,8,8
2565442595,-1,0,0,0,1,1
99997746,-1,0,0,0,1,1
2804447958,0,4,4,0,36,36
1201426356,-1,0,0,0,1,1
292184849,0,12,12,-1,0,0
398145387,0,3,3,0,2,2
65571188,-1,0,0,-1,0,0
791379878,0,2,2,0,3,3
478011754,0,2,2,0,7,7
2948200612,-1,0,0,-1,0,0
137548129,-1,0,0,0,1,1
621782456,0,1,1,-1,0,0
384703050,-1,0,0,-1,0,0
2969146359,0,1,1,0,30,30
2848381899,0,2,2,0,33,33
1118265474,-1,0,0,-1,0,0
2992779001,-1,0,0,-1,0,0
462097572,0,4,4,0,74,74
194896843,0,6,6,0,9,9
344648087,0,87,87,0,81,81
2170198177,0,24,24,0,65,65
2848277919,-1,0,0,-1,0,0
2818594629,-1,0,0,-1,0,0
2937563961,0,944,944,0,2762,2762
192470685,0,10,10,-1,0,0
604074574,0,1,1,0,5,5
2251024725,-1,0,0,0,1,1
1408800912,-1,0,0,0,6,6
793815366,-1,0,0,0,5,5
1081520821,-1,0,0,-1,0,0
2978905887,-1,0,0,0,11,11
104527426,0,107,107,0,278,278
2979825913,0,23,23,0,27,27
2359585837,0,2,2,0,5,5
884560202,-1,0,0,0,1,1
1083994052,-1,0,0,-1,0,0
487072545,-1,0,0,0,3,3
2927101659,0,6,6,0,68,68
317421577,0,18,18,0,24,24
516533380,-1,0,0,0,6,6
525439596,-1,0,0,0,6,6
2578658178,0,2,2,0,22,22
541139395,0,13,13,0,13,13
2243095266,0,1,1,0,5,5
272229633,1366371887502583541,216,216,1367660075665097151,1904,1904
15943181,-1,0,0,-1,0,0
2792393262,0,20,20,1478432163846925705,491,491
2517080666,1468873544746373297,310,310,1468873001212753098,794,794
526529743,-1,0,0,0,6,6
1034660702,0,443,443,0,52,52
322388422,0,277,277,0,337,337
885132385,0,7,7,-1,0,0
856445894,0,1,1,0,23,23
1271170158,0,10,10,0,71,71
259451776,-1,0,0,-1,0,0
827019727,-1,0,0,-1,0,0
450057352,-1,0,0,-1,0,0
229420394,0,1,1,-1,0,0
309999466,0,12,12,0,50,50
1647105397,-1,0,0,0,14,14
1600831801,-1,0,0,0,3,3
121487906,0,1,1,-1,0,0
963018428,0,5,5,0,2,2
2287507392,-1,0,0,0,1,1
2895445075,0,1,1,-1,0,0
847908530,0,2,2,0,1,1
189715999,0,70,70,0,373,373
538216761,-1,0,0,-1,0,0
266849529,0,117,117,0,45,45
2295846826,0,2,2,0,19,19
2672680710,-1,0,0,0,1,1
2460750482,0,1,1,0,15,15
29541887,0,3,3,0,19,19
2460394362,0,2,2,0,3,3
89407938,0,2,2,-1,0,0
2780634561,-1,0,0,0,89,89
2786172753,0,1,1,0,1,1
2528858001,0,3,3,0,14,14
2815262660,0,2,2,0,37,37
1309381544,-1,0,0,-1,0,0
261923561,0,6,6,0,54,54
1703071064,-1,0,0,0,1,1
357896315,0,1,1,0,5,5
227413376,-1,0,0,0,2,2
484263097,-1,0,0,0,1,1
2594942323,0,8,8,0,32,32
597428872,0,5802,5802,1403673796990680012,218,218
1278081762,0,1,1,0,6,6
13705202,0,7,7,0,20,20
1309504759,-1,0,0,0,1,1
886310058,-1,0,0,0,17,17
124078547,-1,0,0,-1,0,0
2241098364,0,15,15,0,19,19
1533746898,0,13,13,0,113,113
268930987,-1,0,0,0,1,1
2788172489,-1,0,0,0,1,1
198973167,0,161,161,1348789982581901755,823,823
1333693514,0,4,4,0,13,13
2476966041,-1,0,0,-1,0,0
2440984145,-1,0,0,-1,0,0
595704618,-1,0,0,0,1,1
2480354606,0,31,31,1500320105852122961,72,72
2585603329,-1,0,0,-1,0,0
107280235,0,2,2,0,3,3
189333561,-1,0,0,0,4,4
867552990,-1,0,0,-1,0,0
33052071,0,4,4,0,11,11
2862813448,0,272,272,1491538398150296675,509,509
44810273,0,2,2,-1,0,0
172451981,0,2,2,0,3,3
838218920,-1,0,0,-1,0,0
754192778,0,302,302,0,293,293
430125023,1402521923815403622,292,292,-1,0,0
314312840,-1,0,0,-1,0,0
338753999,0,113,113,0,959,959
445792425,-1,0,0,0,5,5
453919491,0,2,2,0,20,20
15490040,-1,0,0,-1,0,0
53133119,0,67,67,0,406,406
513968957,-1,0,0,-1,0,0
1426160210,0,96,96,0,46,46
1275029442,0,5,5,0,7,7
489246848,-1,0,0,0,2,2
2566315783,0,8,8,0,21,21
433470570,0,4,4,0,1,1
589898729,0,1,1,0,1,1
1938729979,0,1,1,0,17,17
2194403536,-1,0,0,0,2,2
2799080649,0,794,794,0,680,680
542071151,0,2,2,-1,0,0
2967181990,0,6,6,0,167,167
2253649441,0,3,3,0,7,7
473690216,0,68,68,0,569,569
2436040547,0,27,27,0,110,110
731438478,0,6,6,-1,0,0
2156327709,-1,0,0,-1,0,0
62932730,0,3,3,0,6,6
1864732092,0,14,14,0,36,36
148533235,0,1,1,-1,0,0
633012736,0,1,1,0,56,56
2916660754,0,2,2,0,57,57
1645809038,-1,0,0,-1,0,0
2283643322,0,2,2,0,6,6
1262861396,-1,0,0,0,2,2
1427917952,0,60,60,0,180,180
211039186,0,4,4,-1,0,0
520687295,-1,0,0,0,47,47
1069830618,-1,0,0,0,27,27
591398227,0,19,19,0,35,35
51731585,0,3,3,-1,0,0
2924492803,0,13,13,0,37,37
164610094,-1,0,0,-1,0,0
1569769964,-1,0,0,0,1,1
415490477,-1,0,0,0,15,15
918560772,0,9,9,0,63,63
2165151697,-1,0,0,0,20,20
564469471,-1,0,0,0,4,4
735718368,0,3,3,0,20,20
490470272,0,1,1,-1,0,0
2446473199,0,1,1,0,4,4
27962063,0,2,2,-1,0,0
2169356318,1450596471639814166,1222,1222,0,634,634
838865545,0,470,470,0,268,268
1684750890,-1,0,0,0,16,16
960863256,0,9,9,0,27,27
1575803845,0,19,19,0,114,114
1317887864,-1,0,0,-1,0,0
1554445050,0,19,19,0,87,87
72290805,0,1,1,-1,0,0
2935799422,0,10,10,0,2,2
2921814656,-1,0,0,-1,0,0
443083675,0,1,1,0,1,1
1119878839,-1,0,0,-1,0,0
303367257,-1,0,0,-1,0,0
1578788034,-1,0,0,-1,0,0
341113892,0,1,1,0,3,3
1965828210,0,1,1,0,4,4
2628313967,-1,0,0,-1,0,0
210031890,-1,0,0,0,1,1
170870208,0,3,3,0,3,3
734047705,0,3,3,1409247817035125300,69,69
1943378251,0,6,6,0,1,1
258286806,-1,0,0,-1,0,0
88095391,-1,0,0,-1,0,0
510270720,0,4,4,0,169,169
220819678,-1,0,0,0,11,11
714997622,-1,0,0,0,1,1
24751447,0,2,2,0,1,1
546883132,0,47,47,0,4,4
552287260,-1,0,0,0,12,12
2883275177,0,4,4,-1,0,0
1922353992,-1,0,0,-1,0,0
2960651911,-1,0,0,-1,0,0
496584590,0,2,2,0,13,13
380646321,0,1,1,0,9,9
391594347,0,3,3,0,31,31
2543525588,-1,0,0,-1,0,0
272710047,0,3,3,0,1,1
1026162138,-1,0,0,-1,0,0
1692978744,0,1,1,-1,0,0
1336657736,-1,0,0,-1,0,0
2850617828,0,6,6,0,14,14
2189338160,-1,0,0,0,10,10
540217637,0,8,8,0,28,28
330969331,-1,0,0,-1,0,0
350017736,0,1,1,0,3,3
2431560414,0,5,5,0,5,5
2745010045,0,1,1,0,1,1
218081904,0,45,45,0,70,70
68580973,0,2,2,0,5,5
137931706,0,15,15,0,14,14
909676021,-1,0,0,-1,0,0
2384816432,0,2,2,0,13,13
261877385,0,1,1,-1,0,0
208997857,-1,0,0,0,2,2
131075588,0,4,4,0,14,14
1712624054,-1,0,0,-1,0,0
1918192130,-1,0,0,-1,0,0
191543788,0,3,3,0,47,47
1873523203,-1,0,0,-1,0,0
2482663196,-1,0,0,-1,0,0
91185706,0,47,47,0,187,187
621115852,-1,0,0,-1,0,0
1121646834,-1,0,0,0,2,2
138972510,0,10,10,0,1,1
2509961394,-1,0,0,-1,0,0
237855188,-1,0,0,-1,0,0
383862347,0,25,25,0,110,110
176959646,0,1,1,0,1,1
212696168,0,1,1,0,5,5
2943284099,-1,0,0,0,11,11
1908701672,0,107,107,0,588,588
460830296,0,1,1,-1,0,0
418997259,0,1,1,0,1,1
925808887,0,3,3,0,14,14
1669997544,0,37,37,1443336317278247210,667,667
931151564,0,49,49,-1,0,0
2350959578,-1,0,0,0,9,9
2526394254,-1,0,0,0,1,1
361897601,-1,0,0,-1,0,0
571533176,0,23,23,0,49,49
2781052404,1477914649066257823,337,337,0,240,240
1410089276,0,423,423,1434378637922212832,759,759
1258174802,0,2,2,0,37,37
2951722037,0,2,2,0,11,11
1343258509,0,2,2,0,12,12
79744383,0,1,1,0,20,20
359839068,-1,0,0,0,2,2
1209238465,0,7,7,0,49,49
2421518445,-1,0,0,-1,0,0
2509954387,0,24,24,0,153,153
2213346889,-1,0,0,0,11,11
351708575,0,10,10,0,56,56
627389552,0,8,8,-1,0,0
1436760919,0,2,2,0,9,9
2733417644,-1,0,0,-1,0,0
1965386400,0,13,13,0,226,226
155953186,0,2,2,0,1,1
1470833180,0,139,139,0,368,368
167878585,0,1,1,0,6,6
1343814032,-1,0,0,0,14,14
2275507802,0,7,7,0,7,7
2370508419,0,13,13,0,47,47
1636731043,-1,0,0,0,12,12
2943368578,0,20,20,0,124,124
2784715676,-1,0,0,-1,0,0
114728978,0,129,129,0,387,387
435122506,0,1,1,0,1,1
1433355374,-1,0,0,0,1,1
215744765,0,2,2,-1,0,0
339349510,0,1,1,-1,0,0
54198499,0,139,139,1307454310711783873,1376,1376
207616175,-1,0,0,-1,0,0
2343847324,0,236,236,0,981,981
950453684,-1,0,0,-1,0,0
2992745754,-1,0,0,-1,0,0
2817481428,-1,0,0,0,8,8
1965461594,-1,0,0,0,10,10
358934266,0,13,13,0,28,28
856054699,0,9,9,0,16,16
150050844,0,1,1,-1,0,0
2428560624,0,11,11,0,47,47
180202497,-1,0,0,-1,0,0
1381619156,-1,0,0,0,11,11
48082107,0,6,6,-1,0,0
2977653500,0,39,39,0,123,123
58487382,-1,0,0,-1,0,0
1419323292,0,10,10,0,57,57
1253686069,0,1,1,0,10,10
171777053,0,292,292,0,247,247
2677697145,0,84,84,0,646,646
2258388748,0,3,3,0,5,5
59617889,0,13,13,0,2,2
1467237877,0,3,3,0,22,22
456715607,-1,0,0,0,1,1
282019779,-1,0,0,0,14,14
2943271513,0,85,85,0,272,272
1931919169,0,1,1,-1,0,0
2325978843,-1,0,0,0,1,1
2167089173,0,4,4,0,26,26
357432542,0,201,201,0,827,827
2834781275,0,115,115,0,122,122
94052393,0,2,2,0,18,18
2799965996,-1,0,0,0,2,2
102144652,1324059301910760369,330,330,0,347,347
551041524,0,85,85,0,247,247
275711932,0,25,25,0,46,46
447405002,0,3,3,0,5,5
597036856,0,4,4,0,35,35
2859110966,-1,0,0,-1,0,0
2823189760,0,121,121,0,149,149
553941249,0,1,1,0,11,11
127298747,0,3,3,-1,0,0
359335237,0,2,2,0,3,3
759108390,-1,0,0,0,28,28
1115244590,0,13,13,0,58,58
1130537246,0,3,3,-1,0,0
2998063921,-1,0,0,-1,0,0
294010942,-1,0,0,0,8,8
395035690,0,20,20,0,203,203
2805912336,-1,0,0,0,14,14
965894041,-1,0,0,-1,0,0
1021604167,0,8,8,0,105,105
2749260387,-1,0,0,-1,0,0
2871265450,0,1,1,-1,0,0
2641744623,0,2,2,0,2,2
837895902,-1,0,0,0,8,8
2868884311,0,3,3,0,19,19
178385543,-1,0,0,0,3,3
634738303,-1,0,0,-1,0,0
1157487146,0,6,6,0,39,39
1038470419,0,2,2,0,10,10
2847551418,-1,0,0,-1,0,0
150566699,-1,0,0,0,17,17
787345200,-1,0,0,0,3,3
2747269166,0,11,11,0,33,33
864655934,-1,0,0,-1,0,0
1545428755,-1,0,0,-1,0,0
2838819538,-1,0,0,-1,0,0
1899328904,0,2,2,0,14,14
1005605138,-1,0,0,0,1,1
109798005,0,2,2,-1,0,0
398680082,0,1,1,0,2,2
278730269,-1,0,0,0,4,4
1200360534,0,1,1,-1,0,0
2429147443,0,2,2,0,37,37
1410662060,0,1,1,0,38,38
1559447574,0,1,1,0,29,29
2400239306,0,13,13,0,119,119
2453540207,-1,0,0,-1,0,0
55596217,0,5,5,0,21,21
1002027234,0,1,1,-1,0,0
1223367151,0,446,446,0,901,901
56066848,0,3,3,0,6,6
2857942078,-1,0,0,0,18,18
135189175,0,19,19,0,87,87
2901868022,0,7,7,0,5,5
1364962068,0,31,31,0,31,31
2937707710,0,697,697,0,564,564
357461575,-1,0,0,-1,0,0
2172676807,-1,0,0,-1,0,0
161169874,0,1,1,0,1,1
1267521853,0,4,4,0,11,11
368980431,-1,0,0,-1,0,0
2783631770,-1,0,0,-1,0,0
835612303,0,1,1,-1,0,0
1052485729,-1,0,0,0,2,2
1277770051,0,13,13,0,1,1
97495639,0,6,6,0,1,1
2562255271,-1,0,0,0,1,1
2453164094,0,1,1,0,11,11
426342683,0,2,2,-1,0,0
144867084,-1,0,0,0,3,3
2765434980,0,1,1,-1,0,0
2839324098,0,3,3,0,5,5
2475238100,-1,0,0,-1,0,0
826413330,0,4,4,0,11,11
2614818535,-1,0,0,0,19,19
1189615279,-1,0,0,-1,0,0
330186893,0,1,1,-1,0,0
380129934,-1,0,0,0,6,6
149055407,0,45,45,0,151,151
1669032577,0,1,1,0,1,1
1248119166,0,2,2,0,66,66
109168983,0,653,653,1326087582568582069,2270,2270
18436703,-1,0,0,-1,0,0
2324859257,0,5,5,0,4,4
935317992,0,10,10,0,76,76
527291264,-1,0,0,0,13,13
1603932638,0,2,2,0,23,23
923108029,0,10,10,0,22,22
591357227,-1,0,0,0,18,18
2217167648,-1,0,0,0,11,11
888131730,-1,0,0,-1,0,0
213746064,-1,0,0,0,1,1
67675610,0,1,1,0,1,1
899031536,0,1,1,0,17,17
425231656,0,3,3,-1,0,0
1301604698,0,7,7,0,13,13
2537304794,-1,0,0,0,32,32
475804218,0,14,14,0,96,96
531462660,-1,0,0,-1,0,0
51205509,0,284,284,0,258,258
471015872,0,8,8,0,10,10
2641247667,0,1,1,0,32,32
1303508870,-1,0,0,0,5,5
585651851,-1,0,0,0,5,5
2538312746,-1,0,0,0,1,1
2996387041,-1,0,0,-1,0,0
2164205242,-1,0,0,-1,0,0
2718649106,0,73,73,0,101,101
508308214,0,51,51,0,98,98
2759778541,-1,0,0,0,10,10
1332320821,0,1,1,0,4,4
259829089,0,5,5,-1,0,0
256025713,0,6,6,0,35,35
2614892512,-1,0,0,-1,0,0
446808332,0,18,18,0,11,11
2938715356,0,41,41,0,89,89
2319600426,0,167,167,0,552,552
1207301544,-1,0,0,-1,0,0
1705550840,-1,0,0,0,2,2
2386381272,-1,0,0,-1,0,0
332116676,0,1,1,0,24,24
1662168258,-1,0,0,0,7,7
1146809324,-1,0,0,0,1,1
424470077,0,8,8,0,83,83
1043694524,0,1,1,0,6,6
2777340436,0,41,41,0,125,125
2995885060,0,2,2,0,24,24
871004708,0,81,81,0,207,207
2270001835,0,2,2,0,13,13
499016885,0,6,6,0,12,12
368152715,0,269,269,0,210,210
114035233,0,2,2,-1,0,0
2328305850,0,5,5,0,16,16
397324813,0,1,1,-1,0,0
2491493503,0,9,9,0,16,16
2476885396,-1,0,0,0,4,4
302797718,0,231,231,0,1151,1151
396040198,-1,0,0,0,5,5
605343471,0,30,30,0,15,15
1684423957,0,8,8,0,15,15
492840133,-1,0,0,0,1,1
811655202,-1,0,0,-1,0,0
546209894,-1,0,0,-1,0,0
1501323055,0,6,6,-1,0,0
1633874406,-1,0,0,-1,0,0
454620323,0,1,1,0,12,12
2745281088,0,1,1,0,20,20
1542777746,-1,0,0,0,1,1
2922492661,1486965844452985524,359,359,-1,0,0
422245098,0,5,5,-1,0,0
55711048,-1,0,0,0,8,8
1358951346,0,1,1,0,39,39
476441848,0,4,4,0,6,6
247804567,0,7,7,0,22,22
1366653608,-1,0,0,-1,0,0
794362566,0,1,1,0,22,22
320434998,-1,0,0,-1,0,0
124217016,0,6,6,0,9,9
188422187,0,11,11,0,9,9
390315098,0,1,1,-1,0,0
1273506672,0,2,2,0,9,9
347387809,0,18,18,0,59,59
316034807,0,9,9,0,23,23
131610094,0,7,7,0,5,5
1778927330,-1,0,0,0,18,18
213676203,0,2,2,0,5,5
23074339,0,128,128,0,72,72
2799953977,0,227,227,1478845655848287982,348,348
2320784741,0,3,3,0,10,10
387626066,0,2,2,0,7,7
2973967092,-1,0,0,-1,0,0
1258651812,0,409,409,0,3,3
538794424,0,1,1,0,91,91
2825656627,0,3,3,0,5,5
923157895,-1,0,0,0,14,14
2160489110,0,41,41,0,97,97
2890684212,-1,0,0,-1,0,0
1599008250,-1,0,0,-1,0,0
958278709,-1,0,0,-1,0,0
1026943603,0,15,15,0,59,59
2529653895,-1,0,0,-1,0,0
1902835082,0,1,1,0,8,8
94275355,0,1,1,0,24,24
252191451,-1,0,0,-1,0,0
1118094062,0,3,3,0,91,91
347209075,0,4,4,0,10,10
972972702,0,2,2,0,1,1
2148281998,-1,0,0,-1,0,0
771716436,0,7,7,0,1,1
2562287473,0,2,2,0,1,1
622117355,0,3,3,0,11,11
539815310,0,1,1,0,29,29
312461365,-1,0,0,0,5,5
264041901,-1,0,0,0,1,1
1439966792,0,18,18,0,31,31
331183430,0,3,3,0,107,107
1541068842,-1,0,0,0,1,1
2888073123,0,1,1,0,40,40
2184002563,0,1,1,0,10,10
2262377636,-1,0,0,-1,0,0
1664845854,0,1,1,0,11,11
1260179431,0,1,1,0,29,29
847758936,0,2,2,0,8,8
2204491153,0,14,14,0,51,51
143808792,0,1,1,-1,0,0
384348317,0,14,14,0,67,67
2737682117,-1,0,0,-1,0,0
406090653,0,4,4,0,30,30
99022416,-1,0,0,-1,0,0
995825869,0,16,16,0,116,116
293429956,1403760621256050047,245,245,0,476,476
2256780036,0,22,22,0,12,12
2384516262,0,2,2,0,8,8
1027696987,0,12,12,0,2,2
574180654,0,41,41,0,1575,1575
1106119585,-1,0,0,0,2,2
287207683,0,4,4,-1,0,0
1709836676,0,969,969,0,836,836
1843335486,-1,0,0,-1,0,0
2859965520,-1,0,0,0,13,13
2956601645,-1,0,0,0,23,23
1025682558,0,1,1,0,10,10
1540370377,-1,0,0,0,1,1
79442891,0,52,52,1315512668729322061,434,434
1412748200,0,2,2,0,6,6
2613199487,-1,0,0,-1,0,0
1463368058,0,1,1,0,9,9
2254313864,-1,0,0,0,9,9
2285763999,0,4,4,0,25,25
2996264251,0,1,1,0,3,3
938661696,0,31,31,0,29,29
308152279,-1,0,0,-1,0,0
2363171352,0,1,1,0,1,1
2538003145,0,9,9,-1,0,22
2756391216,-1,0,0,-1,0,0
464689383,0,1,1,-1,0,2
2319514584,0,10,10,-1,0,22
81495642,-1,0,0,-1,0,0
309698365,0,3,3,-1,0,1
601094912,0,2,2,-1,0,17
954042734,-1,0,0,-1,0,0
2372152439,-1,0,0,-1,0,0
39918096,0,1,1,-1,0,0
2194807138,-1,0,0,-1,0,0
1579047456,0,1,1,-1,0,13
2999392293,0,20,20,-1,0,0
339262412,0,29,29,-1,0,45
1683782774,-1,0,0,-1,0,8
463304861,0,41,41,-1,0,77
146556349,-1,0,0,-1,0,2
950052428,-1,0,0,-1,0,0
2812412111,-1,0,0,-1,0,1
2318801490,0,8,8,-1,0,41
85460390,-1,0,0,-1,0,1
1292156377,0,3,3,-1,0,52
2306319491,-1,0,0,-1,0,1
1449537548,0,96,96,-1,0,104
171863278,0,7,7,-1,0,0
2168890678,0,1,1,-1,0,1
2998038555,0,1,1,-1,0,1
242411969,0,3,3,-1,0,0
170049750,0,2,2,-1,0,6
469009875,0,3,3,-1,0,0
2783314064,-1,0,0,-1,0,0
2173805441,0,172,172,-1,0,3
1637457420,0,3,3,-1,0,23
195853496,0,2,2,-1,0,1
1342288818,-1,0,0,-1,0,0
2786550779,0,236,236,-1,0,51
495937474,0,1,1,-1,0,0
2990633277,-1,0,0,-1,0,0
387126586,0,1,1,-1,0,5
539126489,-1,0,0,-1,0,1
519563660,-1,0,0,-1,0,0
1267937083,0,21,21,-1,0,110
734401068,0,1,1,-1,0,0
1014185858,-1,0,0,-1,0,18
21096450,0,64,64,-1,0,137
246868335,1374123062807152974,89,89,-1,0,24
594341367,-1,0,0,-1,0,10
882771720,-1,0,0,-1,0,17
395096548,0,3,3,-1,0,1
442245369,-1,0,0,-1,0,0
1319900216,0,20,20,-1,0,115
826093537,0,16,16,-1,0,92
2193784316,-1,0,0,-1,0,1
117023071,0,1,1,-1,0,0
291034869,0,3,3,-1,0,0
2156929627,0,3,3,-1,0,28
203971735,-1,0,0,-1,0,0
1136727828,-1,0,0,-1,0,0
241696741,0,1,1,-1,0,1
2198740768,0,1,1,-1,0,43
435402722,0,3,3,-1,0,30
390037193,0,2,2,-1,0,2
487961310,-1,0,0,-1,0,0
1889065104,0,2,2,-1,0,12
2382701083,0,14,14,-1,0,40
1592735143,0,77,77,-1,0,78
2684823783,-1,0,0,-1,0,0
1299761006,0,6,6,-1,0,16
988532125,-1,0,0,-1,0,21
410749463,0,1,1,-1,0,0
2229343885,0,4,4,-1,0,13
418666225,0,3,3,-1,0,2
2738864381,-1,0,0,-1,0,7
742332774,0,14,14,-1,0,89
2376566481,-1,0,0,-1,0,0
2889492261,0,192,192,-1,0,957
2149281110,0,1,1,-1,0,1
2348257350,0,1,1,-1,0,9
222306388,0,19,19,-1,0,266
1776988489,-1,0,0,-1,0,0
2488610803,0,1,1,-1,0,1
1963614768,-1,0,0,-1,0,2
425521693,-1,0,0,-1,0,2
2347860679,0,1,1,-1,0,11
1660739821,0,150,150,-1,0,1204
255046792,0,2,2,-1,0,3
259016448,0,12,12,-1,0,34
51739374,0,32,32,-1,0,13
1401963048,0,5,5,-1,0,69
1160242118,-1,0,0,-1,0,0
553450949,-1,0,0,-1,0,0
842507012,0,1,1,-1,0,0
435844969,0,1,1,-1,0,11
863472396,-1,0,0,-1,0,7
1080053833,-1,0,0,-1,0,0
360094898,-1,0,0,-1,0,4
547278530,-1,0,0,-1,0,1
279137570,-1,0,0,-1,0,0
2598703300,-1,0,0,-1,0,0
489918754,0,8,8,-1,0,14
112930934,-1,0,0,-1,0,0
153486889,0,126,126,-1,0,407
260649131,0,2,2,-1,0,28
100260652,0,2,2,-1,0,0
19063227,0,6,6,-1,0,0
110615339,0,1,1,-1,0,0
2539122765,0,1,1,-1,0,51
153932195,0,305,305,-1,0,0
1371461046,-1,0,0,-1,0,0
135117044,0,1,1,-1,0,4
2311908625,0,2,2,-1,0,9
2999872870,0,1,1,-1,0,1
477085297,-1,0,0,-1,0,0
230796327,0,8,8,-1,0,56
339390009,-1,0,0,-1,0,0
2602120831,0,5,5,-1,0,10
2802276164,-1,0,0,-1,0,2
383382006,0,4,4,-1,0,4
179728525,0,2,2,-1,0,6
193790258,-1,0,0,-1,0,2
1267527691,-1,0,0,-1,0,0
224002954,-1,0,0,-1,0,0
130635124,0,1,1,-1,0,1
159946859,0,25,25,-1,0,95
356798703,0,3,3,-1,0,6
2309359339,-1,0,0,-1,0,0
2980346644,0,26,26,-1,0,156
339478906,0,2,2,-1,0,5
2288628304,0,2,2,-1,0,16
295445173,-1,0,0,-1,0,5
48548536,1308467681821008304,45,45,-1,0,328
1242347816,0,30,30,-1,0,137
395278824,0,26,26,-1,0,217
283670390,-1,0,0,-1,0,2
2474025769,0,1,1,-1,0,62
1566457538,-1,0,0,-1,0,0
612955209,-1,0,0,-1,0,1
70004918,0,286,286,-1,0,203
2167022118,0,1,1,-1,0,3
221975599,0,1,1,-1,0,0
2300607983,0,1,1,-1,0,35
734999484,-1,0,0,-1,0,0
2750422186,0,1,1,-1,0,1
566235570,0,2,2,-1,0,1
1046646613,-1,0,0,-1,0,5
36060747,0,5,5,-1,0,46
2767528713,0,42,42,-1,0,17
416412445,0,6,6,-1,0,95
1053538458,-1,0,0,-1,0,10
1389262788,-1,0,0,-1,0,0
614604801,-1,0,0,-1,0,14
866416496,-1,0,0,-1,0,0
361847119,-1,0,0,-1,0,7
63012834,1489787828169434984,17,17,-1,0,155
2262247014,0,12,12,-1,0,10
858907178,0,95,95,-1,0,455
2913108456,0,1,1,-1,0,6
2250788713,0,11,11,-1,0,133
2806646441,-1,0,0,-1,0,2
2949481958,0,1,1,-1,0,11
258851656,-1,0,0,-1,0,0
204791122,0,2,2,-1,0,1
901879748,0,1,1,-1,0,36
2914263109,0,1,1,-1,0,1
531221083,0,446,446,-1,0,296
2566331221,0,2,2,-1,0,54
2761831975,0,50,50,-1,0,31
311985534,0,2,2,-1,0,59
328770267,-1,0,0,-1,0,0
2200834842,0,2,2,-1,0,40
632457649,0,12,12,-1,0,1
1375368805,0,1,1,-1,0,63
217275546,0,1,1,-1,0,0
2938116414,0,2,2,-1,0,1
511398277,0,31,31,-1,0,0
2276254686,0,1,1,-1,0,5
